2,037568;1,657613
-3,936125;-1,336253
1,546220;1,433912
-0,576342;-2,274392
-4,684439;2,122410
-3,223212;1,180303
-2,896970;4,233985
-3,756066;0,704215
-1,242561;-3,419141
3,307138;-0,903500
-0,847652;-4,267861
3,694723;-2,132481
2,667470;-3,185675
2,226173;-3,042543
1,285287;3,474685
4,176916;-3,105716
-0,637074;-0,185095
0,721305;-1,291086
-4,858699;2,112949
-4,974975;1,913663
-1,942656;3,137761
0,541246;-4,138768
-4,083529;-3,120060
-1,922819;4,795526
0,993225;-3,498489
3,192999;1,903592
-0,880306;3,319651
0,494247;2,688833
0,823847;-0,358135
-3,615680;2,967772
-1,418348;3,259224
-3,168584;1,812037
-0,753655;-3,588824
1,722312;4,742729
-4,287393;-2,961058
2,357402;-2,509384
-3,114261;-4,868770
3,655660;-4,362163
0,009919;1,987213
-2,374187;0,447249
4,426252;-4,805902
-0,327616;-3,801843
0,815607;-2,852412
4,295022;-0,660268
4,995117;-0,085910
1,743980;4,768059
0,324564;4,255959
2,198096;-0,448775
-2,206030;-4,371319
-0,979492;-0,596179
-2,157201;4,964904
-2,336650;-1,771142
2,984863;-2,948546
1,776330;-3,960540
-4,706107;4,323099
3,085879;-4,427778
-2,181616;-1,127812
-3,394116;2,901242
3,978851;0,500046
-2,254860;2,373577
4,020966;3,609577
2,868282;1,169317
2,580798;0,763421
-0,121616;3,806116
-3,575701;-4,288614
0,382244;1,894131
-3,573565;3,705100
-0,001679;-0,537584
2,850887;1,908170
-1,627400;-0,840938
-2,008271;-2,282022
-4,534898;-0,354472
-4,755547;-2,188330
-4,334696;-0,504929
-1,339915;-4,277322
-3,693503;-2,094028
2,054659;0,770135
2,132176;-2,454756
1,729331;-3,855861
2,287210;-0,167699
1,868191;-1,032899
1,385998;-2,022309
-3,328501;0,137486
1,229438;-1,911527
-1,706748;-3,226264
4,726554;3,650777
4,639271;-4,934385
-1,414991;3,704794
-3,908353;-3,649251
-3,663900;0,025483
-4,776605;4,225135
-1,747337;3,615680
-1,438795;-4,500107
-0,275735;-4,168065
4,462569;2,822504
4,651479;4,449446
-3,831141;1,765038
-4,577319;-0,018464
4,097873;0,201880
-3,962676;2,566759
