0,081131;-0,364923;-0,040046
0,015242;0,280620;0,563746
0,040313;-0,626223;0,376738
0,068724;0,177390;-0,529827
-0,041609;-0,850351;0,351769
0,068667;0,041969;-0,345347
0,097596;0,616839;-0,692073
-0,389908;0,023462;-0,520232
0,427300;0,510883;0,847431
-0,360375;-0,329691;0,181939
0,395550;-0,110281;0,759627
-0,229287;-0,477538;0,900000
0,158160;0,095340;-0,509656
0,074021;-0,223840;-0,347823
0,133433;0,402200;-0,458583
-0,291492;-0,483200;-0,338227
-0,349638;-0,401045;-0,657405
0,189909;-0,128788;0,572671
0,404675;-0,945246;0,542956
-0,215730;0,302587;0,876114
-0,333921;-0,220956;-0,300207
0,018120;0,048051;-0,635635
0,000389;-0,296085;-0,350660
-0,094660;0,157205;0,148252
0,321256;-0,807570;-0,395078
-0,009427;0,046320;-0,104841
-0,008592;-0,922125;-0,250269
0,435590;0,460185;-0,477104
-0,255971;0,452898;-0,550204
-0,444341;-0,268403;0,867189
0,198977;-0,166431;0,719182
0,454473;-0,469778;-0,735613
0,170048;-0,096598;0,824319
-0,328222;-0,999666;0,112398
0,375918;-0,407022;-0,546129
-0,062017;-0,610022;0,496165
-0,366535;-0,697577;0,544039
-0,047567;-0,580244;0,528304
-0,415699;0,141634;-0,304076
-0,298515;-1,007687;0,474446
-0,239218;-0,041339;-0,698779
-0,369269;0,461653;-0,147092
-0,011039;-0,629735;0,109819
0,017976;-0,162080;0,305391
0,280496;-0,983727;0,585877
-0,280784;-0,488076;-0,275960
0,063687;-0,163810;0,917952
0,240226;-0,765209;0,119724
0,380179;-0,136600;0,035170
0,440742;0,539456;-0,683045
0,407496;-0,040028;0,937969
0,340772;0,566561;-0,176549
0,161355;-0,327070;0,024079
-0,203985;-0,624807;0,554150
-0,377991;0,016384;-0,027974
0,095840;0,357899;0,723980
-0,313599;0,408282;0,632771
-0,394917;0,306677;0,322982
-0,325343;-0,756453;0,367555
-0,343909;0,401676;0,793418
0,186513;-0,568447;0,112501
0,364750;-0,703082;0,076854
0,084844;-0,951432;0,723154
0,060722;-0,417718;0,844336
0,208994;-0,826864;-0,061919
-0,252287;0,558802;-0,197030
0,357870;0,660669;0,916198
-0,108361;-0,083648;0,856253
-0,238211;0,592303;0,235488
-0,333259;0,075680;-0,030244
0,379603;0,183052;-0,407820
-0,170623;0,342170;0,347126
-0,425918;-0,729086;-0,732467
-0,056433;-0,635712;0,414294
0,274854;0,318263;-0,087714
-0,011039;-0,964277;0,622969
0,042012;0,408858;-0,328787
-0,459654;0,249373;-0,503104
-0,181677;0,488024;-0,372688
-0,089306;0,118671;0,824113
0,183462;-0,590782;-0,370161
0,372119;-0,720960;-0,613349
-0,155799;0,082758;-0,130996
0,232713;-0,849670;0,815394
0,227819;-0,703921;0,411147
-0,241982;-0,448335;0,521185
0,083750;0,613798;0,275779
-0,114838;-0,037616;-0,542260
-0,324595;-0,372053;0,002566
-0,456948;0,172147;-0,443932
-0,349926;0,272441;-0,370986
0,095207;-0,567556;-0,381820
0,111873;0,661822;0,893603
0,026900;0,005532;0,894067
0,258792;-0,689922;0,044869
-0,390225;-0,371896;0,002824
-0,103497;0,379918;0,046158
0,128597;-0,002123;0,325097
-0,460748;-0,564253;0,089648
-0,028137;-0,621085;0,384992
0,384612;0,646566;0,936318
0,220911;-0,498823;-0,109794
-0,008333;0,183734;0,219547
-0,402573;0,655164;0,312458
0,427962;0,108238;0,493431
-0,177445;0,077096;0,667284
0,194630;-0,501340;0,841808
0,204791;-1,007215;-0,729526
-0,243478;0,410588;-0,726534
-0,212275;0,191231;0,472589
0,420507;-0,226409;-0,505993
-0,372061;0,213408;0,361416
0,247249;-0,089572;-0,475556
0,238067;-0,573638;0,652478
-0,361468;-0,899476;-0,444035
0,224336;0,038037;0,120601
0,216161;-0,261378;0,601405
0,102921;-0,937958;-0,064705
0,028569;-0,108184;-0,197546
0,306604;-0,232962;0,337582
-0,020538;-0,172827;0,340368
-0,111038;0,469255;-0,197184
-0,241982;-0,828803;0,876578
-0,305136;-0,221638;0,836958
-0,328049;-0,550884;0,014741
0,339908;0,194272;-0,646984
-0,422521;-0,435910;-0,317386
0,024367;-0,649815;0,635351
0,021747;0,500030;-0,491136
-0,449522;0,358895;0,730789
0,214290;0,132197;-0,673656
-0,221400;-0,466318;0,237552
0,275660;0,582237;0,617140
0,059887;0,609971;-0,281841
0,084700;-0,789588;0,529388
-0,417973;-0,211729;0,370031
0,200819;-0,110124;0,031765
0,192270;0,554450;-0,534315
-0,455538;-0,686515;0,456442
-0,198746;0,565932;0,057611
0,356978;0,366549;0,070611
0,033693;-0,473343;-0,020339
0,446874;-0,113060;0,380607
0,329459;-0,878977;-0,515898
0,019617;0,517594;0,113069
0,086254;0,291578;-0,342716
-0,317542;0,609866;0,792489
-0,305366;-0,678231;0,399849
0,152863;0,426369;0,176781
0,351509;0,095288;0,364356
0,369039;-0,693697;0,593616
-0,406834;0,407338;-0,625369
0,437173;-0,259438;-0,112373
-0,422205;-0,283712;-0,056451
-0,249494;0,301329;-0,735356
-0,272148;-0,790531;0,467585
-0,362591;-0,257656;0,610382
-0,406028;0,186617;0,838351
0,110434;0,098696;0,053690
0,370248;-0,012084;0,351150
-0,365153;-0,859421;0,754107
0,315873;0,656579;0,124883
-0,127273;0,575316;-0,448111
0,356229;-0,601215;-0,491187
-0,229086;-0,148082;0,471144
-0,219673;-0,287539;-0,219987
-0,123502;-0,609970;0,582266
0,389044;-0,844689;-0,695632
-0,251855;0,383693;0,693491
-0,115471;-0,121658;0,787691
-0,081361;-0,787910;-0,040820
0,301595;0,156209;-0,337557
-0,377761;-0,042440;0,891849
0,115932;0,431193;-0,374339
-0,199524;-0,789692;-0,121814
0,152460;-0,281667;-0,580177
0,039191;-0,423799;0,786247
-0,242010;0,594190;-0,241602
-0,220479;0,100688;-0,434956
0,410029;0,663657;0,563127
-0,259828;-0,879082;0,251120
0,289822;-0,045061;0,893396
-0,428681;-0,062782;0,729035
-0,219644;0,639698;-0,182636
0,091234;-0,984619;0,953445
0,167860;-0,723266;0,601870
0,234325;-0,082127;0,354503
0,081562;-0,370585;0,919810
0,454818;0,390089;0,585310
0,117429;0,574320;-0,200434
-0,405769;-0,891717;-0,696251
-0,257353;-0,816326;0,615747
-0,180295;0,257080;0,134891
-0,195120;-0,684837;-0,644508
-0,311267;-0,926476;0,265822
0,420449;0,408334;0,304875
-0,174625;-0,320097;-0,157461
0,244140;0,259177;-0,390177
-0,088845;-0,962285;-0,142088
-0,175862;0,009149;-0,243562
0,072812;-0,883643;0,904952
0,354474;-0,024038;0,211912
-0,006779;-0,873053;0,817252
-0,042674;0,016227;-0,535347
-0,276783;0,636028;0,407794
0,137348;0,195006;0,225583
-0,289247;-0,813862;0,067980
0,093422;-0,432764;0,181527
0,048690;-0,219855;-0,069400
-0,168465;0,181007;-0,705331
-0,355107;0,417981;0,576385
-0,077993;-0,166222;0,841189
0,242586;0,509205;0,089441
-0,030757;-0,351082;-0,184958
0,257554;-0,947133;-0,602257
0,103353;-0,940527;0,318288
0,018207;-0,070489;-0,228189
0,181418;-0,076413;0,763754
-0,158649;-0,087213;-0,171235
0,201280;0,204076;0,852796
0,359972;0,294828;-0,623924
-0,212189;0,499663;0,036511
-0,078482;-0,434652;0,068754
0,095955;-0,427259;-0,010847
-0,078828;0,127951;-0,237888
-0,092558;-0,677759;-0,676390
-0,195091;-0,427626;-0,458944
0,131274;-0,459712;-0,709407
0,126496;-0,373783;-0,392550
-0,251135;-0,902622;-0,360307
0,172811;-0,471194;0,635557
0,438584;0,005637;-0,228808
0,438641;-0,318944;-0,220812
0,021200;0,466109;0,131641
0,242385;-0,526348;-0,309493
0,350732;-0,339233;0,474188
-0,323184;0,472296;0,511641
0,466188;-0,187507;0,111727
-0,096041;-0,836982;0,759730
0,234958;-0,495573;0,566841
-0,061672;-0,417822;0,000554
-0,264463;0,026450;0,038627
-0,151481;-0,264052;0,341193
0,055973;0,171937;-0,595499
-0,229374;-0,975654;0,488685
-0,293593;0,453474;-0,299123
-0,226207;0,417666;0,278926
-0,173070;-0,745234;0,005300
-0,444427;0,519638;0,025420
-0,179115;0,121397;-0,531942
-0,055195;-0,774541;0,396032
0,033290;-0,920919;0,246270
0,094142;0,130467;-0,358192
-0,422406;-0,626590;-0,514866
-0,404732;0,630628;-0,667775
-0,358878;0,193380;0,887773
0,374738;-0,619669;0,743119
0,420650;-0,361148;-0,707549
0,275343;-0,371319;0,786247
0,149898;-0,375408;-0,477052
0,037636;-0,695427;0,483680
-0,312937;0,214404;-0,490620
0,085535;0,144832;-0,457758
0,096991;0,075470;-0,440424
0,256777;-0,288169;0,496990
-0,072783;0,376930;-0,387959
0,108620;-0,566874;0,264945
-0,207814;-0,697524;-0,049745
0,062219;-0,691810;-0,443004
-0,150531;0,546534;0,204896
-0,453811;-0,168214;-0,508315
-0,253956;0,205701;-0,150858
-0,254388;0,065614;0,756326
-0,364433;0,514238;0,434878
-0,071315;0,147978;0,709690
0,308734;0,562105;0,815498
-0,116479;-0,539350;0,396857
0,083203;0,477486;0,639632
-0,377847;0,548211;-0,290921
0,131706;-0,501130;0,172241
